Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Edicion de actividad propia,IN-108,10152,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000of:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta del catalogo de actividades (propias + estandar),IN-107,10151,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000o7:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Integracion de pictogramas ARASAAC,IN-106,10150,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000nz:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
"Creacion de actividad con wizard (area, template, contenido, metadatos)",IN-105,10149,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000nr:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta de categorias de actividad (catalogo),IN-104,10148,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000nj:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta de tipos de template (catalogo),IN-103,10147,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Gestion de Actividades,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000nb:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Pantalla de bienvenida (persona con discapacidad),IN-102,10146,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000n3:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Pantalla de bienvenida (familiar),IN-101,10145,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000mv:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Tour guiado del portal (profesional),IN-100,10144,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000mn:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Wizard de completado de perfil (profesional),IN-99,10143,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000mf:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta de actividad reciente del usuario,IN-98,10142,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000m7:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Reactivacion de cuenta (genera temporal + envio email),IN-97,10141,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000lz:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Desactivacion de cuenta (soft-delete + revocacion de tokens),IN-96,10140,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000lr:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Reseteo de contrasena (genera temporal + revoca sesiones + envio email),IN-95,10139,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000lj:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Detalle de usuario con entidad asociada,IN-94,10138,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000lb:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
"Listado centralizado de usuarios con filtros (rol, estado, institucion)",IN-93,10137,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Administracion de Cuentas y Onboarding,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000l3:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Portal familia con progreso completo,IN-92,10136,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000kv:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
"Dashboard familiar (ultimas actividades, mensajes, reportes)",IN-91,10135,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000kn:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Radar chart de habilidades (promedio de exito por area),IN-90,10134,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000kf:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Detalle de persona con edicion inline,IN-89,10133,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000k7:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Mi Aula (cards de personas asignadas),IN-88,10132,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000jz:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Dashboard del profesional con contadores reales,IN-87,10131,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000jr:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Timeline de diagnosticos en perfil de persona (vista admin readonly),IN-86,10130,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000jj:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Edicion de diagnostico por su creador,IN-85,10129,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000jb:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Consulta de historial de diagnosticos (lista por fecha desc),IN-84,10128,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000j3:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Registro de diagnostico funcional,IN-83,10127,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000iv:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Edicion del perfil funcional,IN-82,10126,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000in:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Configuracion del perfil de habilidades,IN-81,10125,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,"Evaluacion, Diagnostico y Dashboard",,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000if:,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Directivas de permisos en interfaz,IN-80,10124,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000i7:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Guards de ruta por rol y permiso con toast de aviso,IN-79,10123,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000hz:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Toasts con colores de accesibilidad,IN-78,10122,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000hr:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Panel de accesibilidad (Alt+A),IN-77,10121,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000hj:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Modo claro y oscuro (14 combinaciones),IN-76,10120,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000hb:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
"7 perfiles visuales de accesibilidad (alto contraste, dislexia, baja vision, daltonismo)",IN-75,10119,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000h3:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Validacion de rol en login admin/profesional (allowedRoles),IN-74,10118,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000gv:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Redireccion por rol al portal correspondiente,IN-73,10117,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000gn:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Cambio de contrasena obligatorio en primer login,IN-72,10116,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000gf:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Refresh de token automatico,IN-71,10115,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000g7:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Identificacion de usuario por nombre,IN-70,10114,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000fz:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Login familiar,IN-69,10113,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000fr:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Login asistido (supervisor autoriza),IN-68,10112,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000fj:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Login por PIN (4 digitos),IN-67,10111,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000fb:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Login visual estandar (identificacion por nombre + contrasena),IN-66,10110,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000f3:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Login estandar (email + contrasena),IN-65,10109,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,26/Mar/26 2:07 AM,,,,0,Autenticacion y Accesibilidad,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000ev:,,,,,,,,,,To Do,26/Mar/26 2:07 AM
Desvinculacion logica (soft-delete) de asignaciones,IN-64,10108,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000en:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Configuracion de perfil de habilidades (seleccion multiple),IN-63,10107,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000ef:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Vinculacion familiar automatica por invitacion,IN-62,10106,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000e7:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Desactivar asignacion persona-profesional,IN-61,10105,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000dz:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
Asignar persona a profesional,IN-60,10104,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:07 AM,06/Apr/26 2:49 AM,,,,0,Invitaciones y Asignaciones,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,,,,,,,,,,,0|i000dr:,Tablero Sprint 2,,,,,,10049,IN-5,Invitaciones y Asignaciones,To Do,26/Mar/26 2:07 AM
